Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	MIAPACA_1 Spectral Count	MIAPACA_2 Spectral Count	MIAPACA_3 Spectral Count	MIAPACA_4 Spectral Count	MIAPACA_5 Spectral Count	MIAPACA_AG205_1 Spectral Count	MIAPACA_AG205_2 Spectral Count	MIAPACA_AG205_3 Spectral Count	MIAPACA_AG205_4 Spectral Count	MIAPACA_AG205_5 Spectral Count	PGRMC1_1 Spectral Count	PGRMC1_2 Spectral Count	PGRMC1_3 Spectral Count	PGRMC1_4 Spectral Count	PGRMC1_5 Spectral Count	PGRMC1_AG205_1 Spectral Count	PGRMC1_AG205_2 Spectral Count	PGRMC1_AG205_3 Spectral Count	PGRMC1_AG205_4 Spectral Count	PGRMC1_AG205_5 Spectral Count	MIAPACA_1 Unique Spectral Count	MIAPACA_2 Unique Spectral Count	MIAPACA_3 Unique Spectral Count	MIAPACA_4 Unique Spectral Count	MIAPACA_5 Unique Spectral Count	MIAPACA_AG205_1 Unique Spectral Count	MIAPACA_AG205_2 Unique Spectral Count	MIAPACA_AG205_3 Unique Spectral Count	MIAPACA_AG205_4 Unique Spectral Count	MIAPACA_AG205_5 Unique Spectral Count	PGRMC1_1 Unique Spectral Count	PGRMC1_2 Unique Spectral Count	PGRMC1_3 Unique Spectral Count	PGRMC1_4 Unique Spectral Count	PGRMC1_5 Unique Spectral Count	PGRMC1_AG205_1 Unique Spectral Count	PGRMC1_AG205_2 Unique Spectral Count	PGRMC1_AG205_3 Unique Spectral Count	PGRMC1_AG205_4 Unique Spectral Count	PGRMC1_AG205_5 Unique Spectral Count	MIAPACA_1 Total Spectral Count	MIAPACA_2 Total Spectral Count	MIAPACA_3 Total Spectral Count	MIAPACA_4 Total Spectral Count	MIAPACA_5 Total Spectral Count	MIAPACA_AG205_1 Total Spectral Count	MIAPACA_AG205_2 Total Spectral Count	MIAPACA_AG205_3 Total Spectral Count	MIAPACA_AG205_4 Total Spectral Count	MIAPACA_AG205_5 Total Spectral Count	PGRMC1_1 Total Spectral Count	PGRMC1_2 Total Spectral Count	PGRMC1_3 Total Spectral Count	PGRMC1_4 Total Spectral Count	PGRMC1_5 Total Spectral Count	PGRMC1_AG205_1 Total Spectral Count	PGRMC1_AG205_2 Total Spectral Count	PGRMC1_AG205_3 Total Spectral Count	PGRMC1_AG205_4 Total Spectral Count	PGRMC1_AG205_5 Total Spectral Count	MIAPACA_1 Intensity	MIAPACA_2 Intensity	MIAPACA_3 Intensity	MIAPACA_4 Intensity	MIAPACA_5 Intensity	MIAPACA_AG205_1 Intensity	MIAPACA_AG205_2 Intensity	MIAPACA_AG205_3 Intensity	MIAPACA_AG205_4 Intensity	MIAPACA_AG205_5 Intensity	PGRMC1_1 Intensity	PGRMC1_2 Intensity	PGRMC1_3 Intensity	PGRMC1_4 Intensity	PGRMC1_5 Intensity	PGRMC1_AG205_1 Intensity	PGRMC1_AG205_2 Intensity	PGRMC1_AG205_3 Intensity	PGRMC1_AG205_4 Intensity	PGRMC1_AG205_5 Intensity	MIAPACA_1 Unique Intensity	MIAPACA_2 Unique Intensity	MIAPACA_3 Unique Intensity	MIAPACA_4 Unique Intensity	MIAPACA_5 Unique Intensity	MIAPACA_AG205_1 Unique Intensity	MIAPACA_AG205_2 Unique Intensity	MIAPACA_AG205_3 Unique Intensity	MIAPACA_AG205_4 Unique Intensity	MIAPACA_AG205_5 Unique Intensity	PGRMC1_1 Unique Intensity	PGRMC1_2 Unique Intensity	PGRMC1_3 Unique Intensity	PGRMC1_4 Unique Intensity	PGRMC1_5 Unique Intensity	PGRMC1_AG205_1 Unique Intensity	PGRMC1_AG205_2 Unique Intensity	PGRMC1_AG205_3 Unique Intensity	PGRMC1_AG205_4 Unique Intensity	PGRMC1_AG205_5 Unique Intensity	MIAPACA_1 Total Intensity	MIAPACA_2 Total Intensity	MIAPACA_3 Total Intensity	MIAPACA_4 Total Intensity	MIAPACA_5 Total Intensity	MIAPACA_AG205_1 Total Intensity	MIAPACA_AG205_2 Total Intensity	MIAPACA_AG205_3 Total Intensity	MIAPACA_AG205_4 Total Intensity	MIAPACA_AG205_5 Total Intensity	PGRMC1_1 Total Intensity	PGRMC1_2 Total Intensity	PGRMC1_3 Total Intensity	PGRMC1_4 Total Intensity	PGRMC1_5 Total Intensity	PGRMC1_AG205_1 Total Intensity	PGRMC1_AG205_2 Total Intensity	PGRMC1_AG205_3 Total Intensity	PGRMC1_AG205_4 Total Intensity	PGRMC1_AG205_5 Total Intensity	Indistinguishable Proteins
sp|O00232|PSD12_HUMAN	O00232	PSD12_HUMAN	PSMD12	456	29.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 12	1.0000	0.9990	4	11	11	11	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00264|PGRC1_HUMAN	O00264	PGRC1_HUMAN	PGRMC1	195	61.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Membrane-associated progesterone receptor component 1	1.0000	0.9990	12	244	231	244	1	1	0	0	1	1	1	1	1	2	22	22	21	21	24	21	28	20	28	28	1	1	0	0	1	1	1	1	1	2	21	21	19	20	23	20	27	19	26	26	1	1	0	0	1	1	1	1	1	2	22	22	21	21	24	21	28	20	28	28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.60227379E9	3.77396634E9	4.24841114E9	4.00872755E9	3.56976051E9	4.4054057E9	5.0609582E9	4.06076774E9	4.18908467E9	5.486633E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.64736922E9	3.87597363E9	4.19121638E9	3.85852109E9	3.62291533E9	4.2796864E9	4.9496858E9	4.28231168E9	4.25602842E9	5.3783209E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.60227379E9	3.77396634E9	4.24841114E9	4.00872755E9	3.56976051E9	4.4054057E9	5.0609582E9	4.06076774E9	4.18908467E9	5.486633E9	
sp|O00299|CLIC1_HUMAN	O00299	CLIC1_HUMAN	CLIC1	241	56.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chloride intracellular channel protein 1	1.0000	0.9990	6	35	35	35	1	1	1	0	2	3	2	2	3	3	1	2	0	1	1	3	3	1	4	1	1	1	1	0	2	3	2	2	3	3	1	2	0	1	1	3	3	1	4	1	1	1	1	0	2	3	2	2	3	3	1	2	0	1	1	3	3	1	4	1	0.0	0.0	0.0	0.0	5.1096236E7	8.6837136E7	8.0484792E7	6.2875264E7	7.6562544E7	7.3679416E7	0.0	0.0	0.0	0.0	0.0	7.0711896E7	8.2552808E7	0.0	7.321476E7	0.0	0.0	0.0	0.0	0.0	5.1096236E7	8.6837136E7	8.0484792E7	6.2875264E7	7.6562544E7	7.3679416E7	0.0	0.0	0.0	0.0	0.0	7.0711896E7	8.2552808E7	0.0	7.321476E7	0.0	0.0	0.0	0.0	0.0	5.1096236E7	8.6837136E7	8.0484792E7	6.2875264E7	7.6562544E7	7.3679416E7	0.0	0.0	0.0	0.0	0.0	7.0711896E7	8.2552808E7	0.0	7.321476E7	0.0	
sp|O00303|EIF3F_HUMAN	O00303	EIF3F_HUMAN	EIF3F	357	33.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit F	1.0000	0.9990	5	118	118	118	5	4	7	5	5	6	6	6	4	3	8	7	8	7	7	6	6	6	5	7	5	4	7	5	5	6	6	6	4	3	8	7	8	7	7	6	6	6	5	7	5	4	7	5	5	6	6	6	4	3	8	7	8	7	7	6	6	6	5	7	1.23985264E8	1.2555316E8	1.22849024E8	1.33241512E8	1.08657616E8	1.45539728E8	1.26527584E8	1.15566592E8	1.34694704E8	1.43480544E8	2.50100096E8	2.21184512E8	2.45222192E8	2.82268704E8	2.17889472E8	1.49075264E8	1.6309704E8	1.41134448E8	1.6119096E8	1.91994528E8	1.23985264E8	1.2555316E8	1.22849024E8	1.33241512E8	1.08657616E8	1.45539728E8	1.26527584E8	1.15566592E8	1.34694704E8	1.43480544E8	2.50100096E8	2.21184512E8	2.45222192E8	2.82268704E8	2.17889472E8	1.49075264E8	1.6309704E8	1.41134448E8	1.6119096E8	1.91994528E8	1.23985264E8	1.2555316E8	1.22849024E8	1.33241512E8	1.08657616E8	1.45539728E8	1.26527584E8	1.15566592E8	1.34694704E8	1.43480544E8	2.50100096E8	2.21184512E8	2.45222192E8	2.82268704E8	2.17889472E8	1.49075264E8	1.6309704E8	1.41134448E8	1.6119096E8	1.91994528E8	
sp|O00410|IPO5_HUMAN	O00410	IPO5_HUMAN	IPO5	1097	17.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin-5	1.0000	0.9990	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00422|SAP18_HUMAN	O00422	SAP18_HUMAN	SAP18	153	35.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone deacetylase complex subunit SAP18	1.0000	0.9990	3	38	38	38	2	3	3	3	3	1	1	3	2	1	2	1	1	1	1	2	3	1	2	2	2	3	3	3	3	1	1	3	2	1	2	1	1	1	1	2	3	1	2	2	2	3	3	3	3	1	1	3	2	1	2	1	1	1	1	2	3	1	2	2	1.49846016E8	1.55681376E8	1.8977232E8	1.49829776E8	1.6892496E8	0.0	0.0	7.95006E7	8.1460744E7	0.0	1.04850784E8	0.0	0.0	0.0	0.0	0.0	9.6793608E7	0.0	1.0552864E8	9.4581896E7	1.49846016E8	1.55681376E8	1.8977232E8	1.49829776E8	1.6892496E8	0.0	0.0	7.95006E7	8.1460744E7	0.0	1.04850784E8	0.0	0.0	0.0	0.0	0.0	9.6793608E7	0.0	1.0552864E8	9.4581896E7	1.49846016E8	1.55681376E8	1.8977232E8	1.49829776E8	1.6892496E8	0.0	0.0	7.95006E7	8.1460744E7	0.0	1.04850784E8	0.0	0.0	0.0	0.0	0.0	9.6793608E7	0.0	1.0552864E8	9.4581896E7	
sp|O00425|IF2B3_HUMAN	O00425	IF2B3_HUMAN	IGF2BP3	579	27.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 3	1.0000	0.9990	9	138	130	138	8	6	5	7	6	4	4	4	6	5	7	10	7	11	9	7	8	9	7	8	7	6	5	6	6	4	4	4	5	5	7	9	7	10	8	6	7	9	7	8	8	6	5	7	6	4	4	4	6	5	7	10	7	11	9	7	8	9	7	8	1.86261168E8	1.8561864E8	1.80053952E8	2.13104672E8	1.67804272E8	1.13460736E8	1.16261416E8	1.22683064E8	1.35956832E8	9.5469784E7	2.48571152E8	2.1599832E8	2.396824E8	2.6802512E8	2.2986416E8	2.09061936E8	2.30982448E8	2.08247472E8	2.56452144E8	2.8860912E8	1.8323304E8	1.8561864E8	1.80053952E8	2.26212208E8	1.67804272E8	1.13460736E8	1.16261416E8	1.22683064E8	1.3376964E8	9.5469784E7	2.48571152E8	2.15594448E8	2.396824E8	2.6558072E8	2.32067376E8	2.0546056E8	2.29093808E8	2.08247472E8	2.56452144E8	2.8860912E8	1.86261168E8	1.8561864E8	1.80053952E8	2.13104672E8	1.67804272E8	1.13460736E8	1.16261416E8	1.22683064E8	1.35956832E8	9.5469784E7	2.48571152E8	2.1599832E8	2.396824E8	2.6802512E8	2.2986416E8	2.09061936E8	2.30982448E8	2.08247472E8	2.56452144E8	2.8860912E8	
sp|O00429|DNM1L_HUMAN	O00429	DNM1L_HUMAN	DNM1L	736	35.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynamin-1-like protein	1.0000	0.9990	7	43	43	43	0	0	0	0	0	4	3	3	4	2	1	2	3	4	3	3	3	4	2	2	0	0	0	0	0	4	3	3	4	2	1	2	3	4	3	3	3	4	2	2	0	0	0	0	0	4	3	3	4	2	1	2	3	4	3	3	3	4	2	2	0.0	0.0	0.0	0.0	0.0	2.7930122E7	2.9066026E7	3.059889E7	2.8681252E7	2.3173454E7	0.0	3.2984278E7	3.7688972E7	2.9821058E7	3.263489E7	4.411904E7	4.9688088E7	4.1327876E7	4.2258432E7	3.5106656E7	0.0	0.0	0.0	0.0	0.0	2.7930122E7	2.9066026E7	3.059889E7	2.8681252E7	2.3173454E7	0.0	3.2984278E7	3.7688972E7	2.9821058E7	3.263489E7	4.411904E7	4.9688088E7	4.1327876E7	4.2258432E7	3.5106656E7	0.0	0.0	0.0	0.0	0.0	2.7930122E7	2.9066026E7	3.059889E7	2.8681252E7	2.3173454E7	0.0	3.2984278E7	3.7688972E7	2.9821058E7	3.263489E7	4.411904E7	4.9688088E7	4.1327876E7	4.2258432E7	3.5106656E7	
sp|O00487|PSDE_HUMAN	O00487	PSDE_HUMAN	PSMD14	310	37.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 14	1.0000	0.9990	3	7	7	7	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.790648E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4950616E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.790648E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4950616E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.790648E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4950616E7	
sp|O00541|PESC_HUMAN	O00541	PESC_HUMAN	PES1	588	21.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pescadillo homolog	1.0000	0.9990	4	43	43	43	4	4	3	4	3	2	1	2	1	2	4	4	1	3	1	1	0	0	0	3	4	4	3	4	3	2	1	2	1	2	4	4	1	3	1	1	0	0	0	3	4	4	3	4	3	2	1	2	1	2	4	4	1	3	1	1	0	0	0	3	6.8733176E7	6.0008404E7	7.0619176E7	2.9022142E7	7.9138304E7	3.6521048E7	0.0	2.346699E7	0.0	5.9835456E7	3.3805596E7	3.713928E7	0.0	3.8323728E7	0.0	0.0	0.0	0.0	0.0	4.0360444E7	6.8733176E7	6.0008404E7	7.0619176E7	2.9022142E7	7.9138304E7	3.6521048E7	0.0	2.346699E7	0.0	5.9835456E7	3.3805596E7	3.713928E7	0.0	3.8323728E7	0.0	0.0	0.0	0.0	0.0	4.0360444E7	6.8733176E7	6.0008404E7	7.0619176E7	2.9022142E7	7.9138304E7	3.6521048E7	0.0	2.346699E7	0.0	5.9835456E7	3.3805596E7	3.713928E7	0.0	3.8323728E7	0.0	0.0	0.0	0.0	0.0	4.0360444E7	
sp|O00560|SDCB1_HUMAN	O00560	SDCB1_HUMAN	SDCBP	298	30.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syntenin-1	1.0000	0.9990	3	23	23	23	0	0	0	0	0	3	1	3	1	2	0	0	0	0	0	4	2	3	1	3	0	0	0	0	0	3	1	3	1	2	0	0	0	0	0	4	2	3	1	3	0	0	0	0	0	3	1	3	1	2	0	0	0	0	0	4	2	3	1	3	0.0	0.0	0.0	0.0	0.0	8.0081088E7	0.0	8.7884672E7	0.0	5.7302992E7	0.0	0.0	0.0	0.0	0.0	7.5277768E7	0.0	0.0	0.0	1.24528968E8	0.0	0.0	0.0	0.0	0.0	8.0081088E7	0.0	8.7884672E7	0.0	5.7302992E7	0.0	0.0	0.0	0.0	0.0	7.5277768E7	0.0	0.0	0.0	1.24528968E8	0.0	0.0	0.0	0.0	0.0	8.0081088E7	0.0	8.7884672E7	0.0	5.7302992E7	0.0	0.0	0.0	0.0	0.0	7.5277768E7	0.0	0.0	0.0	1.24528968E8	
sp|O00567|NOP56_HUMAN	O00567	NOP56_HUMAN	NOP56	594	46.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar protein 56	1.0000	0.9990	12	31	31	31	8	4	3	3	8	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	8	4	3	3	8	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	8	4	3	3	8	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	6.8711528E7	7.0467832E7	5.690614E7	7.8400328E7	5.8476136E7	1.4003199E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8711528E7	7.0467832E7	5.690614E7	7.8400328E7	5.8476136E7	1.4003199E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8711528E7	7.0467832E7	5.690614E7	7.8400328E7	5.8476136E7	1.4003199E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00743|PPP6_HUMAN	O00743	PPP6_HUMAN	PPP6C	305	37.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 6 catalytic subunit	1.0000	0.9990	2	9	9	9	1	0	0	0	1	2	0	0	1	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	2	0	0	1	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	2	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14494|PLPP1_HUMAN	O14494	PLPP1_HUMAN	PLPP1	284	33.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phospholipid phosphatase 1	1.0000	0.9990	5	16	16	16	2	0	1	0	1	2	2	1	1	3	0	0	0	0	0	1	0	0	0	2	2	0	1	0	1	2	2	1	1	3	0	0	0	0	0	1	0	0	0	2	2	0	1	0	1	2	2	1	1	3	0	0	0	0	0	1	0	0	0	2	7.854E7	0.0	0.0	0.0	0.0	6.8278576E7	7.087208E7	0.0	0.0	2.22941904E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5898852E7	7.854E7	0.0	0.0	0.0	0.0	6.8278576E7	7.087208E7	0.0	0.0	2.22941904E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5898852E7	7.854E7	0.0	0.0	0.0	0.0	6.8278576E7	7.087208E7	0.0	0.0	2.22941904E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5898852E7	
sp|O14578|CTRO_HUMAN	O14578	CTRO_HUMAN	CIT	2027	12.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Citron Rho-interacting kinase	1.0000	0.9990	1	2	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14579|COPE_HUMAN	O14579	COPE_HUMAN	COPE	308	35.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coatomer subunit epsilon	1.0000	0.9990	3	27	27	27	1	1	1	1	1	1	3	2	1	2	0	2	2	1	2	2	2	0	0	2	1	1	1	1	1	1	3	2	1	2	0	2	2	1	2	2	2	0	0	2	1	1	1	1	1	1	3	2	1	2	0	2	2	1	2	2	2	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.9911738E7	0.0	0.0	6.245828E7	0.0	0.0	1.6547527E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9911738E7	0.0	0.0	6.245828E7	0.0	0.0	1.6547527E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9911738E7	0.0	0.0	6.245828E7	0.0	0.0	1.6547527E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14617|AP3D1_HUMAN	O14617	AP3D1_HUMAN	AP3D1	1153	16.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-3 complex subunit delta-1	1.0000	0.9990	2	32	32	32	1	1	1	2	1	2	1	2	1	1	1	2	3	1	2	2	3	2	2	1	1	1	1	2	1	2	1	2	1	1	1	2	3	1	2	2	3	2	2	1	1	1	1	2	1	2	1	2	1	1	1	2	3	1	2	2	3	2	2	1	0.0	0.0	0.0	1.9835742E7	0.0	3.4857728E7	0.0	4.1320896E7	0.0	0.0	0.0	3.2113952E7	3.9009804E7	0.0	4.223426E7	3.4148188E7	4.5097736E7	4.8714984E7	3.8352392E7	0.0	0.0	0.0	0.0	1.9835742E7	0.0	3.4857728E7	0.0	4.1320896E7	0.0	0.0	0.0	3.2113952E7	3.9009804E7	0.0	4.223426E7	3.4148188E7	4.5097736E7	4.8714984E7	3.8352392E7	0.0	0.0	0.0	0.0	1.9835742E7	0.0	3.4857728E7	0.0	4.1320896E7	0.0	0.0	0.0	3.2113952E7	3.9009804E7	0.0	4.223426E7	3.4148188E7	4.5097736E7	4.8714984E7	3.8352392E7	0.0	
sp|O14657|TOR1B_HUMAN	O14657	TOR1B_HUMAN	TOR1B	336	23.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Torsin-1B	1.0000	0.9990	1	21	21	21	0	1	1	2	0	0	1	1	1	0	2	2	1	2	2	1	0	2	2	0	0	1	1	2	0	0	1	1	1	0	2	2	1	2	2	1	0	2	2	0	0	1	1	2	0	0	1	1	1	0	2	2	1	2	2	1	0	2	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7534074E7	1.5773032E7	0.0	1.5469183E7	1.6402967E7	0.0	0.0	4.6037692E7	2.5053748E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7534074E7	1.5773032E7	0.0	1.5469183E7	1.6402967E7	0.0	0.0	4.6037692E7	2.5053748E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7534074E7	1.5773032E7	0.0	1.5469183E7	1.6402967E7	0.0	0.0	4.6037692E7	2.5053748E7	0.0	
sp|O14744|ANM5_HUMAN	O14744	ANM5_HUMAN	PRMT5	637	15.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein arginine N-methyltransferase 5	1.0000	0.9990	3	10	10	10	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	3	2	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	3	2	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	3	2	1	0	0	0.0	0.0	0.0	0.0	0.0	4.1887604E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.998423E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1887604E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.998423E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1887604E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.998423E7	0.0	0.0	0.0	
sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	563	22.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tripeptidyl-peptidase 1	1.0000	0.9990	3	27	27	27	2	1	2	1	1	1	1	2	1	1	1	2	2	3	2	1	1	0	1	1	2	1	2	1	1	1	1	2	1	1	1	2	2	3	2	1	1	0	1	1	2	1	2	1	1	1	1	2	1	1	1	2	2	3	2	1	1	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1206056E7	0.0	6.2769476E7	7.168712E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1206056E7	0.0	6.2769476E7	7.168712E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1206056E7	0.0	6.2769476E7	7.168712E7	0.0	0.0	0.0	0.0	0.0	
sp|O14950|ML12B_HUMAN	O14950	ML12B_HUMAN	MYL12B	172	87.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myosin regulatory light chain 12B	1.0000	0.9990	11	841	26	841	51	34	38	33	47	50	52	39	52	50	19	18	15	14	15	54	67	43	61	89	6	0	0	0	4	1	0	0	0	7	0	0	0	0	0	2	0	0	1	5	51	34	38	33	47	50	52	39	52	50	19	18	15	14	15	54	67	43	61	89	4.7920046E9	4.6109435E9	3.97853901E9	3.60888525E9	4.3839263E9	5.4698312E9	4.5236316E9	4.4292019E9	4.8131758E9	5.0913091E9	1.417888E9	1.27895283E9	1.17754176E9	1.19583808E9	9.2690643E8	6.2022548E9	6.1477519E9	3.53688448E9	6.432981E9	9.0299781E9	2.0518216E7	0.0	0.0	0.0	1.0570811E7	0.0	0.0	0.0	0.0	2.08641E7	0.0	0.0	0.0	0.0	0.0	1.238696E7	0.0	0.0	0.0	1.5942315E7	4.7920046E9	4.6109435E9	3.97853901E9	3.60888525E9	4.3839263E9	5.4698312E9	4.5236316E9	4.4292019E9	4.8131758E9	5.0913091E9	1.417888E9	1.27895283E9	1.17754176E9	1.19583808E9	9.2690643E8	6.2022548E9	6.1477519E9	3.53688448E9	6.432981E9	9.0299781E9	
